2712170	11201348
2711961	11201486
2711793	11201622
2711568	11201758
2711393	11201893
2711168	11202031
2710993	11202167
2710777	11202301
2710566	11202439
2710395	11202574
2710177	11202709
2709973	11202844
2709766	11202982
2709595	11203119
2709391	11203254
2709181	11203392
2708999	11203528
2708783	11203662
2708574	11203800
2708398	11203937
2708197	11204072
2707979	11204210
2707802	11204348
2707602	11204483
2707389	11204615
2707203	11204751
2706988	11204886
2706780	11205025
2706606	11205160
2706387	11205298
2706207	11205433
2705994	11205568
2705788	11205703
2705585	11205838
2705379	11205973
2705175	11206111
2705013	11206246
2704794	11206381
2704595	11206516
2704382	11206654
2704215	11206789
2704000	11206924
2703791	11207062
2703614	11207200
2703412	11207334
2703205	11207467
2703015	11207604
2702818	11207740
2702601	11207877
2702424	11208012
2702201	11208149
2702026	11208284
2701812	11208416
2701626	11208552
2701412	11208687
2701193	11208824
2701028	11208959
2700810	11209091
2700622	11209229
2700429	11209364
2700202	11209502
2700024	11209640
2699824	11209775
2699614	11209910
2699400	11210047
2699235	11210182
2699012	11210320
2698835	11210455
2698621	11210587
2698434	11210724
2698210	11210861
2698035	11210997
2697813	11211135
2697636	11211271
2697417	11211409
2697239	11211544
2697023	11211678
2696812	11211813
2696616	11211948
2696403	11212086
2696243	11212219
2696024	11212354
2695815	11212492
2695644	11212627
2695420	11212766
2695243	11212901
2695030	11213036
2694821	11213171
2694616	11213309
2694448	11213444
2694223	11213582
2694047	11213717
2693835	11213849
2693642	11213987
2693448	11214122
2693223	11214260
2693050	11214395
2692829	11214533
2692653	11214668
2692437	11214802
2692223	11214937
2692029	11215072
2691816	11215209
2691649	11215348
2691449	11215483
2691239	11215615
2691051	11215752
2690838	11215888
2690624	11216025
2690453	11216163
2690250	11216298
2690042	11216433
2689828	11216571
2689657	11216706
2689442	11216841
2689234	11216976
2689035	11217111
2688823	11217248
2688662	11217383
2688440	11217521
2688263	11217656
2688049	11217788
2687865	11217923
2687645	11218058
2687428	11218196
2687264	11218331
2687046	11218466
2686846	11218601
2686636	11218736
2686433	11218874
2686269	11219009
2686051	11219141
2685863	11219279
2685667	11219414
2685454	11219549
2685243	11219681
2685070	11219816
2684856	11219951
2684642	11220089
2684475	11220224
2684256	11220359
2684042	11220496
2683870	11220634
2683668	11220769
2683460	11220904
2683246	11221042
2683075	11221177
2682861	11221312
2682651	11221450
2682480	11221585
2682262	11221720
2682050	11221858
2681882	11221994
2681658	11222132
2681482	11222267
2681269	11222402
2681055	11222538
2680857	11222673
2680650	11222811
2680485	11222946
2680262	11223084
2680086	11223218
2679872	11223353
2679657	11223491
2679488	11223626
2679266	11223764
2679087	11223899
2678872	11224036
2678691	11224171
2678474	11224306
2678262	11224444
2678091	11224579
2677876	11224714
2677672	11224849
2677465	11224984
2677258	11225122
2677096	11225257
2676872	11225395
2676693	11225530
2676475	1122566
