waveform	[0]	[1]
t0	31/12/1903  20:00:00	31/12/1903  20:00:00
delta t	0.010000	0.010000

time	Y[0]	Y[1]
31/12/1903  20:00:04	9.189189E+0	2.297297E+0
31/12/1903  20:00:04	9.209209E+0	2.302302E+0
31/12/1903  20:00:04	9.229229E+0	2.307307E+0
31/12/1903  20:00:04	9.249249E+0	2.312312E+0
31/12/1903  20:00:04	9.269269E+0	2.317317E+0
31/12/1903  20:00:04	9.289289E+0	2.322322E+0
31/12/1903  20:00:04	9.309309E+0	2.327327E+0
31/12/1903  20:00:04	9.329329E+0	2.332332E+0
31/12/1903  20:00:04	9.349349E+0	2.337337E+0
31/12/1903  20:00:04	9.369369E+0	2.342342E+0
31/12/1903  20:00:04	9.389389E+0	2.347347E+0
31/12/1903  20:00:04	9.409409E+0	2.352352E+0
31/12/1903  20:00:04	9.429429E+0	2.357357E+0
31/12/1903  20:00:04	9.449449E+0	2.362362E+0
31/12/1903  20:00:04	9.469469E+0	2.367367E+0
31/12/1903  20:00:04	9.489489E+0	2.372372E+0
31/12/1903  20:00:04	9.509510E+0	2.377377E+0
31/12/1903  20:00:04	9.529530E+0	2.382382E+0
31/12/1903  20:00:04	9.549550E+0	2.387387E+0
31/12/1903  20:00:04	9.569570E+0	2.392392E+0
31/12/1903  20:00:04	9.589590E+0	2.397397E+0
31/12/1903  20:00:04	9.609610E+0	2.402402E+0
31/12/1903  20:00:04	9.629630E+0	2.407407E+0
31/12/1903  20:00:04	9.649650E+0	2.412412E+0
31/12/1903  20:00:04	9.669670E+0	2.417417E+0
31/12/1903  20:00:04	9.689690E+0	2.422422E+0
31/12/1903  20:00:04	9.709710E+0	2.427427E+0
31/12/1903  20:00:04	9.729730E+0	2.432432E+0
31/12/1903  20:00:04	9.749750E+0	2.437437E+0
31/12/1903  20:00:04	9.769770E+0	2.442442E+0
31/12/1903  20:00:04	9.789790E+0	2.447447E+0
31/12/1903  20:00:04	9.809810E+0	2.452452E+0
31/12/1903  20:00:04	9.829830E+0	2.457457E+0
31/12/1903  20:00:04	9.849850E+0	2.462462E+0
31/12/1903  20:00:04	9.869870E+0	2.467467E+0
31/12/1903  20:00:04	9.889890E+0	2.472472E+0
31/12/1903  20:00:04	9.909910E+0	2.477477E+0
31/12/1903  20:00:04	9.929930E+0	2.482482E+0
31/12/1903  20:00:04	9.949950E+0	2.487487E+0
31/12/1903  20:00:04	9.969970E+0	2.492492E+0
31/12/1903  20:00:04	9.989990E+0	2.497497E+0
31/12/1903  20:00:04	1.001001E+1	2.502503E+0
31/12/1903  20:00:05	1.003003E+1	2.507508E+0
31/12/1903  20:00:05	1.005005E+1	2.512513E+0
31/12/1903  20:00:05	1.007007E+1	2.517518E+0
31/12/1903  20:00:05	1.009009E+1	2.522523E+0
31/12/1903  20:00:05	1.011011E+1	2.527528E+0
31/12/1903  20:00:05	1.013013E+1	2.532533E+0
31/12/1903  20:00:05	1.015015E+1	2.537538E+0
31/12/1903  20:00:05	1.017017E+1	2.542543E+0
31/12/1903  20:00:05	1.019019E+1	2.547548E+0
31/12/1903  20:00:05	1.021021E+1	2.552553E+0
31/12/1903  20:00:05	1.023023E+1	2.557558E+0
31/12/1903  20:00:05	1.025025E+1	2.562563E+0
31/12/1903  20:00:05	1.027027E+1	2.567568E+0
31/12/1903  20:00:05	1.029029E+1	2.572573E+0
31/12/1903  20:00:05	1.031031E+1	2.577578E+0
31/12/1903  20:00:05	1.033033E+1	2.582583E+0
31/12/1903  20:00:05	1.035035E+1	2.587588E+0
31/12/1903  20:00:05	1.037037E+1	2.592593E+0
31/12/1903  20:00:05	1.039039E+1	2.597598E+0
31/12/1903  20:00:05	1.041041E+1	2.602603E+0
31/12/1903  20:00:05	1.043043E+1	2.607608E+0
31/12/1903  20:00:05	1.045045E+1	2.612613E+0
31/12/1903  20:00:05	1.047047E+1	2.617618E+0
31/12/1903  20:00:05	1.049049E+1	2.622623E+0
31/12/1903  20:00:05	1.051051E+1	2.627628E+0
31/12/1903  20:00:05	1.053053E+1	2.632633E+0
31/12/1903  20:00:05	1.055055E+1	2.637638E+0
31/12/1903  20:00:05	1.057057E+1	2.642643E+0
31/12/1903  20:00:05	1.059059E+1	2.647648E+0
31/12/1903  20:00:05	1.061061E+1	2.652653E+0
31/12/1903  20:00:05	1.063063E+1	2.657658E+0
31/12/1903  20:00:05	1.065065E+1	2.662663E+0
31/12/1903  20:00:05	1.067067E+1	2.667668E+0
31/12/1903  20:00:05	1.069069E+1	2.672673E+0
31/12/1903  20:00:05	1.071071E+1	2.677678E+0
31/12/1903  20:00:05	1.073073E+1	2.682683E+0
31/12/1903  20:00:05	1.075075E+1	2.687688E+0
31/12/1903  20:00:05	1.077077E+1	2.692693E+0
31/12/1903  20:00:05	1.079079E+1	2.697698E+0
31/12/1903  20:00:05	1.081081E+1	2.702703E+0
31/12/1903  20:00:05	1.083083E+1	2.707708E+0
31/12/1903  20:00:05	1.085085E+1	2.712713E+0
31/12/1903  20:00:05	1.087087E+1	2.717718E+0
31/12/1903  20:00:05	1.089089E+1	2.722723E+0
31/12/1903  20:00:05	1.091091E+1	2.727728E+0
31/12/1903  20:00:05	1.093093E+1	2.732733E+0
31/12/1903  20:00:05	1.095095E+1	2.737738E+0
31/12/1903  20:00:05	1.097097E+1	2.742743E+0
31/12/1903  20:00:05	1.099099E+1	2.747748E+0
31/12/1903  20:00:05	1.101101E+1	2.752753E+0
31/12/1903  20:00:05	1.103103E+1	2.757758E+0
31/12/1903  20:00:05	1.105105E+1	2.762763E+0
31/12/1903  20:00:05	1.107107E+1	2.767768E+0
31/12/1903  20:00:05	1.109109E+1	2.772773E+0
31/12/1903  20:00:05	1.111111E+1	2.777778E+0
31/12/1903  20:00:05	1.113113E+1	2.782783E+0
31/12/1903  20:00:05	1.115115E+1	2.787788E+0
31/12/1903  20:00:05	1.117117E+1	2.792793E+0
31/12/1903  20:00:05	1.119119E+1	2.797798E+0
31/12/1903  20:00:05	1.121121E+1	2.802803E+0
31/12/1903  20:00:05	1.123123E+1	2.807808E+0
31/12/1903  20:00:05	1.125125E+1	2.812813E+0
31/12/1903  20:00:05	1.127127E+1	2.817818E+0
31/12/1903  20:00:05	1.129129E+1	2.822823E+0
31/12/1903  20:00:05	1.131131E+1	2.827828E+0
31/12/1903  20:00:05	1.133133E+1	2.832833E+0
31/12/1903  20:00:05	1.135135E+1	2.837838E+0
31/12/1903  20:00:05	1.137137E+1	2.842843E+0
31/12/1903  20:00:05	1.139139E+1	2.847848E+0
31/12/1903  20:00:05	1.141141E+1	2.852853E+0
31/12/1903  20:00:05	1.143143E+1	2.857858E+0
31/12/1903  20:00:05	1.145145E+1	2.862863E+0
31/12/1903  20:00:05	1.147147E+1	2.867868E+0
31/12/1903  20:00:05	1.149149E+1	2.872873E+0
31/12/1903  20:00:05	1.151151E+1	2.877878E+0
31/12/1903  20:00:05	1.153153E+1	2.882883E+0
31/12/1903  20:00:05	1.155155E+1	2.887888E+0
31/12/1903  20:00:05	1.157157E+1	2.892893E+0
31/12/1903  20:00:05	1.159159E+1	2.897898E+0
31/12/1903  20:00:05	1.161161E+1	2.902903E+0
31/12/1903  20:00:05	1.163163E+1	2.907908E+0
31/12/1903  20:00:05	1.165165E+1	2.912913E+0
31/12/1903  20:00:05	1.167167E+1	2.917918E+0
31/12/1903  20:00:05	1.169169E+1	2.922923E+0
31/12/1903  20:00:05	1.171171E+1	2.927928E+0
31/12/1903  20:00:05	1.173173E+1	2.932933E+0
31/12/1903  20:00:05	1.175175E+1	2.937938E+0
31/12/1903  20:00:05	1.177177E+1	2.942943E+0
31/12/1903  20:00:05	1.179179E+1	2.947948E+0
31/12/1903  20:00:05	1.181181E+1	2.952953E+0
31/12/1903  20:00:05	1.183183E+1	2.957958E+0
31/12/1903  20:00:05	1.185185E+1	2.962963E+0
31/12/1903  20:00:05	1.187187E+1	2.967968E+0
31/12/1903  20:00:05	1.189189E+1	2.972973E+0
31/12/1903  20:00:05	1.191191E+1	2.977978E+0
31/12/1903  20:00:05	1.193193E+1	2.982983E+0
31/12/1903  20:00:05	1.195195E+1	2.987988E+0
31/12/1903  20:00:05	1.197197E+1	2.992993E+0
31/12/1903  20:00:05	1.199199E+1	2.997998E+0
31/12/1903  20:00:05	1.201201E+1	3.003003E+0
31/12/1903  20:00:06	1.203203E+1	3.008008E+0
31/12/1903  20:00:06	1.205205E+1	3.013013E+0
31/12/1903  20:00:06	1.207207E+1	3.018018E+0
31/12/1903  20:00:06	1.209209E+1	3.023023E+0
31/12/1903  20:00:06	1.211211E+1	3.028028E+0
31/12/1903  20:00:06	1.213213E+1	3.033033E+0
31/12/1903  20:00:06	1.215215E+1	3.038038E+0
31/12/1903  20:00:06	1.217217E+1	3.043043E+0
31/12/1903  20:00:06	1.219219E+1	3.048048E+0
31/12/1903  20:00:06	1.221221E+1	3.053053E+0
31/12/1903  20:00:06	1.223223E+1	3.058058E+0
31/12/1903  20:00:06	1.225225E+1	3.063063E+0
31/12/1903  20:00:06	1.227227E+1	3.068068E+0
31/12/1903  20:00:06	1.229229E+1	3.073073E+0
31/12/1903  20:00:06	1.231231E+1	3.078078E+0
31/12/1903  20:00:06	1.233233E+1	3.083083E+0
31/12/1903  20:00:06	1.235235E+1	3.088088E+0
31/12/1903  20:00:06	1.237237E+1	3.093093E+0
31/12/1903  20:00:06	1.239239E+1	3.098098E+0
31/12/1903  20:00:06	1.241241E+1	3.103103E+0
31/12/1903  20:00:06	1.243243E+1	3.108108E+0
31/12/1903  20:00:06	1.245245E+1	3.113113E+0
31/12/1903  20:00:06	1.247247E+1	3.118118E+0
31/12/1903  20:00:06	1.249249E+1	3.123123E+0
31/12/1903  20:00:06	1.251251E+1	3.128128E+0
31/12/1903  20:00:06	1.253253E+1	3.133133E+0
31/12/1903  20:00:06	1.255255E+1	3.138138E+0
31/12/1903  20:00:06	1.257257E+1	3.143143E+0
31/12/1903  20:00:06	1.259259E+1	3.148148E+0
31/12/1903  20:00:06	1.261261E+1	3.153153E+0
31/12/1903  20:00:06	1.263263E+1	3.158158E+0
31/12/1903  20:00:06	1.265265E+1	3.163163E+0
31/12/1903  20:00:06	1.267267E+1	3.168168E+0
31/12/1903  20:00:06	1.269269E+1	3.173173E+0
31/12/1903  20:00:06	1.271271E+1	3.178178E+0
31/12/1903  20:00:06	1.273273E+1	3.183183E+0
31/12/1903  20:00:06	1.275275E+1	3.188188E+0
31/12/1903  20:00:06	1.277277E+1	3.193193E+0
31/12/1903  20:00:06	1.279279E+1	3.198198E+0
31/12/1903  20:00:06	1.281281E+1	3.203203E+0
31/12/1903  20:00:06	1.283283E+1	3.208208E+0
31/12/1903  20:00:06	1.285285E+1	3.213213E+0
31/12/1903  20:00:06	1.287287E+1	3.218218E+0
31/12/1903  20:00:06	1.289289E+1	3.223223E+0
31/12/1903  20:00:06	1.291291E+1	3.228228E+0
31/12/1903  20:00:06	1.293293E+1	3.233233E+0
31/12/1903  20:00:06	1.295295E+1	3.238238E+0
31/12/1903  20:00:06	1.297297E+1	3.243243E+0
31/12/1903  20:00:06	1.299299E+1	3.248248E+0
31/12/1903  20:00:06	1.301301E+1	3.253253E+0
31/12/1903  20:00:06	1.303303E+1	3.258258E+0
31/12/1903  20:00:06	1.305305E+1	3.263263E+0
31/12/1903  20:00:06	1.307307E+1	3.268268E+0
31/12/1903  20:00:06	1.309309E+1	3.273273E+0
31/12/1903  20:00:06	1.311311E+1	3.278278E+0
31/12/1903  20:00:06	1.313313E+1	3.283283E+0
31/12/1903  20:00:06	1.315315E+1	3.288288E+0
31/12/1903  20:00:06	1.317317E+1	3.293293E+0
31/12/1903  20:00:06	1.319319E+1	3.298298E+0
31/12/1903  20:00:06	1.321321E+1	3.303303E+0
31/12/1903  20:00:06	1.323323E+1	3.308308E+0
31/12/1903  20:00:06	1.325325E+1	3.313313E+0
31/12/1903  20:00:06	1.327327E+1	3.318318E+0
31/12/1903  20:00:06	1.329329E+1	3.323323E+0
31/12/1903  20:00:06	1.331331E+1	3.328328E+0
31/12/1903  20:00:06	1.333333E+1	3.333333E+0
31/12/1903  20:00:06	1.335335E+1	3.338338E+0
31/12/1903  20:00:06	1.337337E+1	3.343343E+0
31/12/1903  20:00:06	1.339339E+1	3.348348E+0
31/12/1903  20:00:06	1.341341E+1	3.353353E+0
31/12/1903  20:00:06	1.343343E+1	3.358358E+0
31/12/1903  20:00:06	1.345345E+1	3.363363E+0
31/12/1903  20:00:06	1.347347E+1	3.368368E+0
31/12/1903  20:00:06	1.349349E+1	3.373373E+0
31/12/1903  20:00:06	1.351351E+1	3.378378E+0
31/12/1903  20:00:06	1.353353E+1	3.383383E+0
31/12/1903  20:00:06	1.355355E+1	3.388388E+0
31/12/1903  20:00:06	1.357357E+1	3.393393E+0
31/12/1903  20:00:06	1.359359E+1	3.398398E+0
31/12/1903  20:00:06	1.361361E+1	3.403403E+0
31/12/1903  20:00:06	1.363363E+1	3.408408E+0
31/12/1903  20:00:06	1.365365E+1	3.413413E+0
31/12/1903  20:00:06	1.367367E+1	3.418418E+0
31/12/1903  20:00:06	1.369369E+1	3.423423E+0
31/12/1903  20:00:06	1.371371E+1	3.428428E+0
31/12/1903  20:00:06	1.373373E+1	3.433433E+0
31/12/1903  20:00:06	1.375375E+1	3.438438E+0
31/12/1903  20:00:06	1.377377E+1	3.443443E+0
31/12/1903  20:00:06	1.379379E+1	3.448448E+0
31/12/1903  20:00:06	1.381381E+1	3.453453E+0
31/12/1903  20:00:06	1.383383E+1	3.458458E+0
31/12/1903  20:00:06	1.385385E+1	3.463463E+0
31/12/1903  20:00:06	1.387387E+1	3.468468E+0
31/12/1903  20:00:06	1.389389E+1	3.473473E+0
31/12/1903  20:00:06	1.391391E+1	3.478478E+0
31/12/1903  20:00:06	1.393393E+1	3.483483E+0
31/12/1903  20:00:06	1.395395E+1	3.488488E+0
31/12/1903  20:00:06	1.397397E+1	3.493493E+0
31/12/1903  20:00:06	1.399399E+1	3.498498E+0
31/12/1903  20:00:06	1.401401E+1	3.503504E+0
31/12/1903  20:00:07	1.403403E+1	3.508509E+0
31/12/1903  20:00:07	1.405405E+1	3.513514E+0
31/12/1903  20:00:07	1.407407E+1	3.518519E+0
31/12/1903  20:00:07	1.409409E+1	3.523524E+0
31/12/1903  20:00:07	1.411411E+1	3.528529E+0
31/12/1903  20:00:07	1.413413E+1	3.533534E+0
31/12/1903  20:00:07	1.415415E+1	3.538539E+0
31/12/1903  20:00:07	1.417417E+1	3.543544E+0
31/12/1903  20:00:07	1.419419E+1	3.548549E+0
31/12/1903  20:00:07	1.421421E+1	3.553554E+0
31/12/1903  20:00:07	1.423423E+1	3.558559E+0
31/12/1903  20:00:07	1.425425E+1	3.563564E+0
31/12/1903  20:00:07	1.427427E+1	3.568569E+0
31/12/1903  20:00:07	1.429429E+1	3.573574E+0
31/12/1903  20:00:07	1.431431E+1	3.578579E+0
31/12/1903  20:00:07	1.433433E+1	3.583584E+0
31/12/1903  20:00:07	1.435435E+1	3.588589E+0
31/12/1903  20:00:07	1.437437E+1	3.593594E+0
31/12/1903  20:00:07	1.439439E+1	3.598599E+0
31/12/1903  20:00:07	1.441441E+1	3.603604E+0
31/12/1903  20:00:07	1.443443E+1	3.608609E+0
31/12/1903  20:00:07	1.445445E+1	3.613614E+0
31/12/1903  20:00:07	1.447447E+1	3.618619E+0
31/12/1903  20:00:07	1.449449E+1	3.623624E+0
31/12/1903  20:00:07	1.451451E+1	3.628629E+0
31/12/1903  20:00:07	1.453453E+1	3.633634E+0
31/12/1903  20:00:07	1.455455E+1	3.638639E+0
31/12/1903  20:00:07	1.457457E+1	3.643644E+0
31/12/1903  20:00:07	1.459459E+1	3.648649E+0
31/12/1903  20:00:07	1.461461E+1	3.653654E+0
31/12/1903  20:00:07	1.463463E+1	3.658659E+0
31/12/1903  20:00:07	1.465465E+1	3.663664E+0
31/12/1903  20:00:07	1.467467E+1	3.668669E+0
31/12/1903  20:00:07	1.469469E+1	3.673674E+0
31/12/1903  20:00:07	1.471471E+1	3.678679E+0
31/12/1903  20:00:07	1.473473E+1	3.683684E+0
31/12/1903  20:00:07	1.475475E+1	3.688689E+0
31/12/1903  20:00:07	1.477477E+1	3.693694E+0
31/12/1903  20:00:07	1.479479E+1	3.698699E+0
31/12/1903  20:00:07	1.481481E+1	3.703704E+0
31/12/1903  20:00:07	1.483483E+1	3.708709E+0
31/12/1903  20:00:07	1.485485E+1	3.713714E+0
31/12/1903  20:00:07	1.487487E+1	3.718719E+0
31/12/1903  20:00:07	1.489489E+1	3.723724E+0
31/12/1903  20:00:07	1.491491E+1	3.728729E+0
31/12/1903  20:00:07	1.493493E+1	3.733734E+0
31/12/1903  20:00:07	1.495495E+1	3.738739E+0
31/12/1903  20:00:07	1.497497E+1	3.743744E+0
31/12/1903  20:00:07	1.499499E+1	3.748749E+0
31/12/1903  20:00:07	1.501502E+1	3.753754E+0
31/12/1903  20:00:07	1.503504E+1	3.758759E+0
31/12/1903  20:00:07	1.505506E+1	3.763764E+0
31/12/1903  20:00:07	1.507508E+1	3.768769E+0
31/12/1903  20:00:07	1.509510E+1	3.773774E+0
31/12/1903  20:00:07	1.511512E+1	3.778779E+0
31/12/1903  20:00:07	1.513514E+1	3.783784E+0
31/12/1903  20:00:07	1.515516E+1	3.788789E+0
31/12/1903  20:00:07	1.517518E+1	3.793794E+0
31/12/1903  20:00:07	1.519520E+1	3.798799E+0
31/12/1903  20:00:07	1.521522E+1	3.803804E+0
31/12/1903  20:00:07	1.523524E+1	3.808809E+0
31/12/1903  20:00:07	1.525526E+1	3.813814E+0
31/12/1903  20:00:07	1.527528E+1	3.818819E+0
31/12/1903  20:00:07	1.529530E+1	3.823824E+0
31/12/1903  20:00:07	1.531532E+1	3.828829E+0
31/12/1903  20:00:07	1.533534E+1	3.833834E+0
31/12/1903  20:00:07	1.535536E+1	3.838839E+0
31/12/1903  20:00:07	1.537538E+1	3.843844E+0
31/12/1903  20:00:07	1.539540E+1	3.848849E+0
31/12/1903  20:00:07	1.541542E+1	3.853854E+0
31/12/1903  20:00:07	1.543544E+1	3.858859E+0
31/12/1903  20:00:07	1.545546E+1	3.863864E+0
31/12/1903  20:00:07	1.547548E+1	3.868869E+0
31/12/1903  20:00:07	1.549550E+1	3.873874E+0
31/12/1903  20:00:07	1.551552E+1	3.878879E+0
31/12/1903  20:00:07	1.553554E+1	3.883884E+0
31/12/1903  20:00:07	1.555556E+1	3.888889E+0
31/12/1903  20:00:07	1.557558E+1	3.893894E+0
31/12/1903  20:00:07	1.559560E+1	3.898899E+0
31/12/1903  20:00:07	1.561562E+1	3.903904E+0
31/12/1903  20:00:07	1.563564E+1	3.908909E+0
31/12/1903  20:00:07	1.565566E+1	3.913914E+0
31/12/1903  20:00:07	1.567568E+1	3.918919E+0
31/12/1903  20:00:07	1.569570E+1	3.923924E+0
31/12/1903  20:00:07	1.571572E+1	3.928929E+0
31/12/1903  20:00:07	1.573574E+1	3.933934E+0
31/12/1903  20:00:07	1.575576E+1	3.938939E+0
31/12/1903  20:00:07	1.577578E+1	3.943944E+0
31/12/1903  20:00:07	1.579580E+1	3.948949E+0
31/12/1903  20:00:07	1.581582E+1	3.953954E+0
31/12/1903  20:00:07	1.583584E+1	3.958959E+0
31/12/1903  20:00:07	1.585586E+1	3.963964E+0
31/12/1903  20:00:07	1.587588E+1	3.968969E+0
31/12/1903  20:00:07	1.589590E+1	3.973974E+0
31/12/1903  20:00:07	1.591592E+1	3.978979E+0
31/12/1903  20:00:07	1.593594E+1	3.983984E+0
31/12/1903  20:00:07	1.595596E+1	3.988989E+0
31/12/1903  20:00:07	1.597598E+1	3.993994E+0
31/12/1903  20:00:07	1.599600E+1	3.998999E+0
31/12/1903  20:00:07	1.601602E+1	4.004004E+0
31/12/1903  20:00:08	1.603604E+1	4.009009E+0
31/12/1903  20:00:08	1.605606E+1	4.014014E+0
31/12/1903  20:00:08	1.607608E+1	4.019019E+0
31/12/1903  20:00:08	1.609610E+1	4.024024E+0
31/12/1903  20:00:08	1.611612E+1	4.029029E+0
31/12/1903  20:00:08	1.613614E+1	4.034034E+0
31/12/1903  20:00:08	1.615616E+1	4.039039E+0
31/12/1903  20:00:08	1.617618E+1	4.044044E+0
31/12/1903  20:00:08	1.619620E+1	4.049049E+0
31/12/1903  20:00:08	1.621622E+1	4.054054E+0
31/12/1903  20:00:08	1.623624E+1	4.059059E+0
31/12/1903  20:00:08	1.625626E+1	4.064064E+0
31/12/1903  20:00:08	1.627628E+1	4.069069E+0
31/12/1903  20:00:08	1.629630E+1	4.074074E+0
31/12/1903  20:00:08	1.631632E+1	4.079079E+0
31/12/1903  20:00:08	1.633634E+1	4.084084E+0
31/12/1903  20:00:08	1.635636E+1	4.089089E+0
31/12/1903  20:00:08	1.637638E+1	4.094094E+0
31/12/1903  20:00:08	1.639640E+1	4.099099E+0
31/12/1903  20:00:08	1.641642E+1	4.104104E+0
31/12/1903  20:00:08	1.643644E+1	4.109109E+0
31/12/1903  20:00:08	1.645646E+1	4.114114E+0
31/12/1903  20:00:08	1.647648E+1	4.119119E+0
31/12/1903  20:00:08	1.649650E+1	4.124124E+0
31/12/1903  20:00:08	1.651652E+1	4.129129E+0
31/12/1903  20:00:08	1.653654E+1	4.134134E+0
31/12/1903  20:00:08	1.655656E+1	4.139139E+0
31/12/1903  20:00:08	1.657658E+1	4.144144E+0
31/12/1903  20:00:08	1.659660E+1	4.149149E+0
31/12/1903  20:00:08	1.661662E+1	4.154154E+0
31/12/1903  20:00:08	1.663664E+1	4.159159E+0
31/12/1903  20:00:08	1.665666E+1	4.164164E+0
31/12/1903  20:00:08	1.667668E+1	4.169169E+0
31/12/1903  20:00:08	1.669670E+1	4.174174E+0
31/12/1903  20:00:08	1.671672E+1	4.179179E+0
31/12/1903  20:00:08	1.673674E+1	4.184184E+0
31/12/1903  20:00:08	1.675676E+1	4.189189E+0
31/12/1903  20:00:08	1.677678E+1	4.194194E+0
31/12/1903  20:00:08	1.679680E+1	4.199199E+0
31/12/1903  20:00:08	1.681682E+1	4.204204E+0
31/12/1903  20:00:08	1.683684E+1	4.209209E+0
31/12/1903  20:00:08	1.685686E+1	4.214214E+0
31/12/1903  20:00:08	1.687688E+1	4.219219E+0
31/12/1903  20:00:08	1.689690E+1	4.224224E+0
31/12/1903  20:00:08	1.691692E+1	4.229229E+0
31/12/1903  20:00:08	1.693694E+1	4.234234E+0
31/12/1903  20:00:08	1.695696E+1	4.239239E+0
31/12/1903  20:00:08	1.697698E+1	4.244244E+0
31/12/1903  20:00:08	1.699700E+1	4.249249E+0
31/12/1903  20:00:08	1.701702E+1	4.254254E+0
31/12/1903  20:00:08	1.703704E+1	4.259259E+0
31/12/1903  20:00:08	1.705706E+1	4.264264E+0
31/12/1903  20:00:08	1.707708E+1	4.269269E+0
31/12/1903  20:00:08	1.709710E+1	4.274274E+0
31/12/1903  20:00:08	1.711712E+1	4.279279E+0
31/12/1903  20:00:08	1.713714E+1	4.284284E+0
31/12/1903  20:00:08	1.715716E+1	4.289289E+0
31/12/1903  20:00:08	1.717718E+1	4.294294E+0
31/12/1903  20:00:08	1.719720E+1	4.299299E+0
31/12/1903  20:00:08	1.721722E+1	4.304304E+0
31/12/1903  20:00:08	1.723724E+1	4.309309E+0
31/12/1903  20:00:08	1.725726E+1	4.314314E+0
31/12/1903  20:00:08	1.727728E+1	4.319319E+0
31/12/1903  20:00:08	1.729730E+1	4.324324E+0
31/12/1903  20:00:08	1.731732E+1	4.329329E+0
31/12/1903  20:00:08	1.733734E+1	4.334334E+0
31/12/1903  20:00:08	1.735736E+1	4.339339E+0
31/12/1903  20:00:08	1.737738E+1	4.344344E+0
31/12/1903  20:00:08	1.739740E+1	4.349349E+0
31/12/1903  20:00:08	1.741742E+1	4.354354E+0
31/12/1903  20:00:08	1.743744E+1	4.359359E+0
31/12/1903  20:00:08	1.745746E+1	4.364364E+0
31/12/1903  20:00:08	1.747748E+1	4.369369E+0
31/12/1903  20:00:08	1.749750E+1	4.374374E+0
31/12/1903  20:00:08	1.751752E+1	4.379379E+0
31/12/1903  20:00:08	1.753754E+1	4.384384E+0
31/12/1903  20:00:08	1.755756E+1	4.389389E+0
31/12/1903  20:00:08	1.757758E+1	4.394394E+0
31/12/1903  20:00:08	1.759760E+1	4.399399E+0
31/12/1903  20:00:08	1.761762E+1	4.404404E+0
31/12/1903  20:00:08	1.763764E+1	4.409409E+0
31/12/1903  20:00:08	1.765766E+1	4.414414E+0
31/12/1903  20:00:08	1.767768E+1	4.419419E+0
31/12/1903  20:00:08	1.769770E+1	4.424424E+0
31/12/1903  20:00:08	1.771772E+1	4.429429E+0
31/12/1903  20:00:08	1.773774E+1	4.434434E+0
31/12/1903  20:00:08	1.775776E+1	4.439439E+0
31/12/1903  20:00:08	1.777778E+1	4.444444E+0
31/12/1903  20:00:08	1.779780E+1	4.449449E+0
31/12/1903  20:00:08	1.781782E+1	4.454454E+0
31/12/1903  20:00:08	1.783784E+1	4.459459E+0
31/12/1903  20:00:08	1.785786E+1	4.464464E+0
31/12/1903  20:00:08	1.787788E+1	4.469469E+0
31/12/1903  20:00:08	1.789790E+1	4.474474E+0
31/12/1903  20:00:08	1.791792E+1	4.479479E+0
31/12/1903  20:00:08	1.793794E+1	4.484484E+0
31/12/1903  20:00:08	1.795796E+1	4.489489E+0
31/12/1903  20:00:08	1.797798E+1	4.494494E+0
31/12/1903  20:00:08	1.799800E+1	4.499499E+0
31/12/1903  20:00:08	1.801802E+1	4.504505E+0
31/12/1903  20:00:09	1.803804E+1	4.509510E+0
31/12/1903  20:00:09	1.805806E+1	4.514515E+0
31/12/1903  20:00:09	1.807808E+1	4.519520E+0
31/12/1903  20:00:09	1.809810E+1	4.524525E+0
31/12/1903  20:00:09	1.811812E+1	4.529530E+0
31/12/1903  20:00:09	1.813814E+1	4.534535E+0
31/12/1903  20:00:09	1.815816E+1	4.539540E+0
31/12/1903  20:00:09	1.817818E+1	4.544545E+0
31/12/1903  20:00:09	1.819820E+1	4.549550E+0
31/12/1903  20:00:09	1.821822E+1	4.554555E+0
31/12/1903  20:00:09	1.823824E+1	4.559560E+0
31/12/1903  20:00:09	1.825826E+1	4.564565E+0
31/12/1903  20:00:09	1.827828E+1	4.569570E+0
31/12/1903  20:00:09	1.829830E+1	4.574575E+0
31/12/1903  20:00:09	1.831832E+1	4.579580E+0
31/12/1903  20:00:09	1.833834E+1	4.584585E+0
31/12/1903  20:00:09	1.835836E+1	4.589590E+0
31/12/1903  20:00:09	1.837838E+1	4.594595E+0
31/12/1903  20:00:09	1.839840E+1	4.599600E+0
31/12/1903  20:00:09	1.841842E+1	4.604605E+0
31/12/1903  20:00:09	1.843844E+1	4.609610E+0
31/12/1903  20:00:09	1.845846E+1	4.614615E+0
31/12/1903  20:00:09	1.847848E+1	4.619620E+0
31/12/1903  20:00:09	1.849850E+1	4.624625E+0
31/12/1903  20:00:09	1.851852E+1	4.629630E+0
31/12/1903  20:00:09	1.853854E+1	4.634635E+0
31/12/1903  20:00:09	1.855856E+1	4.639640E+0
31/12/1903  20:00:09	1.857858E+1	4.644645E+0
31/12/1903  20:00:09	1.859860E+1	4.649650E+0
31/12/1903  20:00:09	1.861862E+1	4.654655E+0
31/12/1903  20:00:09	1.863864E+1	4.659660E+0
31/12/1903  20:00:09	1.865866E+1	4.664665E+0
31/12/1903  20:00:09	1.867868E+1	4.669670E+0
31/12/1903  20:00:09	1.869870E+1	4.674675E+0
31/12/1903  20:00:09	1.871872E+1	4.679680E+0
31/12/1903  20:00:09	1.873874E+1	4.684685E+0
31/12/1903  20:00:09	1.875876E+1	4.689690E+0
31/12/1903  20:00:09	1.877878E+1	4.694695E+0
