1.000	9.304	6.715	-2.646	-134.954	-77.586	42.556
2.000	11.901	6.412	-11.778	-64.384	17.689	45.898
3.000	14.766	-0.145	-11.417	-94.332	-16.241	129.246
1.000	9.304	6.715	-2.646	-134.954	-77.586	42.556
2.000	11.914	6.412	-11.765	-64.528	17.659	45.722
3.000	14.766	-0.149	-11.409	-94.356	-16.358	129.108
1.000	9.304	6.719	-2.646	-134.908	-77.577	42.556
2.000	11.923	6.399	-11.765	-64.790	17.566	45.483
3.000	14.762	-0.171	-11.400	-94.469	-16.517	128.967
1.000	9.299	6.715	-2.646	-134.931	-77.581	42.603
2.000	11.932	6.385	-11.760	-64.892	17.544	45.384
3.000	14.753	-0.189	-11.395	-94.552	-16.606	128.856
1.000	9.304	6.719	-2.646	-134.931	-77.581	42.603
2.000	11.932	6.372	-11.760	-65.010	17.514	45.301
3.000	14.744	-0.207	-11.400	-94.590	-16.663	128.756
1.000	9.304	6.719	-2.646	-134.931	-77.581	42.603
2.000	11.932	6.355	-11.769	-65.088	17.491	45.223
3.000	14.740	-0.224	-11.395	-94.657	-16.714	128.733
1.000	9.304	6.719	-2.646	-134.931	-77.581	42.603
2.000	11.936	6.346	-11.765	-65.131	17.469	45.223
3.000	14.731	-0.237	-11.395	-94.710	-16.753	128.711
1.000	9.304	6.719	-2.646	-134.931	-77.581	42.603
2.000	11.932	6.342	-11.773	-65.180	17.469	45.187
3.000	14.727	-0.259	-11.391	-94.806	-16.801	128.704
1.000	9.304	6.719	-2.641	-134.862	-77.565	42.558
2.000	11.936	6.337	-11.778	-65.216	17.453	45.171
3.000	14.713	-0.281	-11.391	-94.895	-16.852	128.671
1.000	9.304	6.719	-2.641	-134.862	-77.565	42.558
2.000	11.932	6.320	-11.778	-65.291	17.425	45.104
3.000	14.700	-0.312	-11.391	-94.993	-16.940	128.596
1.000	9.299	6.715	-2.641	-134.885	-77.572	42.558
2.000	11.932	6.298	-11.782	-65.428	17.373	45.005
3.000	14.687	-0.343	-11.382	-95.097	-17.019	128.510
1.000	9.299	6.715	-2.646	-134.908	-77.596	42.601
2.000	11.932	6.267	-11.778	-65.651	17.323	44.845
3.000	14.678	-0.365	-11.369	-95.180	-17.072	128.410
1.000	9.299	6.719	-2.646	-134.885	-77.601	42.553
2.000	11.936	6.245	-11.756	-65.874	17.351	44.658
3.000	14.665	-0.396	-11.351	-95.270	-17.145	128.277
1.000	9.299	6.719	-2.646	-134.816	-77.596	42.508
2.000	11.949	6.210	-11.716	-66.139	17.330	44.518
3.000	14.656	-0.413	-11.316	-95.359	-17.174	128.172
1.000	9.299	6.719	-2.646	-134.816	-77.596	42.508
2.000	11.958	6.188	-11.677	-66.303	17.295	44.415
3.000	14.652	-0.435	-11.277	-95.472	-17.277	128.120
1.000	9.299	6.719	-2.646	-134.839	-77.591	42.508
2.000	11.962	6.175	-11.659	-66.440	17.236	44.316
3.000	14.661	-0.453	-11.233	-95.600	-17.373	128.132
1.000	9.299	6.719	-2.646	-134.839	-77.581	42.534
2.000	11.980	6.161	-11.646	-66.579	17.148	44.332
3.000	14.669	-0.461	-11.193	-95.472	-17.726	127.789
1.000	9.299	6.719	-2.646	-134.816	-77.577	42.510
