1.000	249.481	183.846	-60.054	-143.851	-80.048	-41.243
2.000	247.025	103.253	-149.130	-162.778	10.480	-175.928
3.000	330.632	-208.626	-118.099	12.068	42.279	-170.457
1.000	249.481	183.957	-60.054	-143.851	-80.048	-41.216
2.000	247.025	103.253	-149.130	-162.786	10.465	-175.914
3.000	330.632	-208.626	-118.099	12.043	42.312	-170.452
1.000	249.481	183.957	-60.054	-143.761	-80.046	-41.361
2.000	247.025	103.253	-149.130	-162.780	10.465	-175.928
3.000	330.632	-208.515	-118.210	12.095	42.326	-170.410
1.000	249.481	183.957	-60.054	-143.770	-80.056	-41.358
2.000	247.025	103.253	-149.130	-162.771	10.473	-175.928
3.000	330.743	-208.626	-118.210	12.106	42.330	-170.390
1.000	249.481	183.846	-60.166	-143.844	-80.074	-41.293
2.000	247.025	103.253	-149.242	-162.780	10.458	-175.914
3.000	330.743	-208.515	-118.099	12.153	42.370	-170.346
1.000	249.481	183.957	-60.054	-143.892	-80.061	-41.213
2.000	247.025	103.253	-149.130	-162.773	10.451	-175.900
3.000	330.743	-208.515	-118.322	12.193	42.425	-170.290
1.000	249.481	183.957	-60.054	-143.737	-80.052	-41.388
2.000	247.025	103.253	-149.242	-162.780	10.451	-175.907
3.000	330.743	-208.515	-118.322	12.215	42.448	-170.249
1.000	249.481	183.846	-60.054	-143.737	-80.052	-41.388
2.000	247.025	103.253	-149.242	-162.793	10.459	-175.893
3.000	330.632	-208.626	-118.322	12.270	42.472	-170.159
1.000	249.481	183.957	-60.054	-143.737	-80.052	-41.388
2.000	247.025	103.364	-149.130	-162.784	10.466	-175.914
3.000	330.743	-208.626	-118.434	12.338	42.569	-170.046
1.000	249.481	183.846	-60.054	-143.737	-80.052	-41.388
2.000	247.025	103.364	-149.130	-162.778	10.473	-175.893
3.000	330.743	-208.515	-118.545	12.421	42.595	-169.927
1.000	249.481	183.957	-60.166	-143.785	-80.040	-41.304
2.000	247.025	103.364	-149.242	-162.762	10.466	-175.893
3.000	330.855	-208.515	-118.545	12.513	42.664	-169.790
1.000	249.481	183.957	-60.166	-143.803	-80.060	-41.327
2.000	247.025	103.364	-149.130	-162.762	10.473	-175.893
3.000	330.967	-208.403	-118.768	12.603	42.679	-169.632
1.000	249.481	183.846	-60.054	-143.737	-80.052	-41.388
2.000	247.025	103.476	-149.130	-162.762	10.466	-175.900
3.000	330.967	-208.515	-118.880	12.713	42.737	-169.458
1.000	249.481	183.957	-60.054	-143.737	-80.052	-41.388
2.000	247.025	103.364	-149.130	-162.762	10.473	-175.893
3.000	330.855	-208.515	-118.992	12.723	42.791	-169.361
1.000	249.481	183.846	-60.054	-143.737	-80.052	-41.388
