1.000	9.906	6.561	-2.237	-144.138	-69.173	34.995
2.000	12.714	5.243	-10.420	-76.204	14.393	37.013
3.000	14.542	-1.652	-9.638	-101.501	-23.228	122.708
1.000	9.906	6.566	-2.237	-144.103	-69.193	34.997
2.000	12.723	5.247	-10.407	-76.184	14.356	37.076
3.000	14.546	-1.648	-9.638	-101.477	-23.221	122.715
1.000	9.906	6.561	-2.237	-144.142	-69.184	35.013
2.000	12.714	5.238	-10.415	-76.197	14.324	36.990
3.000	14.546	-1.652	-9.629	-101.489	-23.261	122.723
1.000	9.901	6.566	-2.237	-144.107	-69.205	35.031
2.000	12.718	5.238	-10.411	-76.216	14.347	36.994
3.000	14.546	-1.652	-9.624	-101.470	-23.300	122.708
1.000	9.906	6.566	-2.237	-144.171	-69.220	35.070
2.000	12.718	5.238	-10.407	-76.212	14.303	36.975
3.000	14.546	-1.652	-9.620	-101.435	-23.366	122.659
1.000	9.906	6.566	-2.241	-144.089	-69.225	35.037
2.000	12.714	5.230	-10.411	-76.217	14.203	36.912
3.000	14.542	-1.666	-9.611	-101.431	-23.495	122.617
1.000	9.906	6.566	-2.237	-144.128	-69.218	35.070
2.000	12.718	5.230	-10.402	-76.198	14.166	36.892
3.000	14.538	-1.674	-9.594	-101.469	-23.656	122.625
1.000	9.906	6.566	-2.241	-144.100	-69.220	35.053
2.000	12.714	5.221	-10.407	-76.216	14.109	36.796
3.000	14.533	-1.679	-9.576	-101.497	-23.807	122.587
1.000	9.906	6.566	-2.241	-144.065	-69.238	35.071
2.000	12.709	5.216	-10.402	-76.277	13.979	36.682
3.000	14.533	-1.679	-9.558	-101.454	-23.917	122.555
1.000	9.906	6.566	-2.241	-144.077	-69.233	35.108
2.000	12.714	5.208	-10.407	-76.299	13.836	36.631
3.000	14.533	-1.679	-9.545	-101.456	-24.018	122.573
1.000	9.901	6.570	-2.241	-144.049	-69.232	35.108
2.000	12.705	5.208	-10.398	-76.276	13.727	36.569
3.000	14.529	-1.679	-9.514	-101.435	-24.139	122.599
1.000	9.901	6.570	-2.241	-144.042	-69.251	35.126
2.000	12.709	5.203	-10.389	-76.311	13.614	36.540
3.000	14.524	-1.688	-9.497	-101.471	-24.290	122.600
1.000	9.897	6.566	-2.241	-144.003	-69.260	35.122
2.000	12.709	5.194	-10.385	-76.327	13.504	36.509
3.000	14.533	-1.688	-9.484	-101.471	-24.362	122.610
1.000	9.897	6.570	-2.241	-143.980	-69.268	35.105
2.000	12.705	5.194	-10.376	-76.332	13.404	36.471
3.000	14.529	-1.692	-9.471	-101.474	-24.472	122.611
1.000	9.897	6.566	-2.237	-144.015	-69.252	35.181
2.000	12.701	5.199	-10.376	-76.298	13.360	36.391
3.000	14.529	-1.683	-9.457	-101.440	-24.531	122.609
1.000	9.897	6.566	-2.241	-143.960	-69.258	35.138
2.000	12.696	5.194	-10.371	-76.318	13.254	36.364
3.000	14.529	-1.688	-9.444	-101.403	-24.575	122.638
1.000	9.897	6.570	-2.241	-143.968	-69.276	35.144
2.000	12.705	5.190	-10.367	-76.328	13.197	36.381
3.000	14.529	-1.683	-9.440	-101.394	-24.632	122.661
1.000	9.897	6.566	-2.241	-144.028	-69.285	35.211
2.000	12.701	5.190	-10.363	-76.295	13.152	36.363
3.000	14.533	-1.683	-9.427	-101.404	-24.654	122.708
1.000	9.901	6.570	-2.237	-143.984	-69.280	35.216
2.000	12.701	5.190	-10.354	-76.258	13.118	36.399
3.000	14.533	-1.683	-9.418	-101.407	-24.678	122.733
1.000	9.897	6.570	-2.241	-143.981	-69.306	35.201
2.000	12.701	5.190	-10.358	-76.251	13.111	36.394
3.000	14.533	-1.688	-9.418	-101.410	-24.710	122.714
1.000	9.897	6.570	-2.246	-143.997	-69.310	35.229
2.000	12.701	5.181	-10.354	-76.256	13.031	36.387
3.000	14.533	-1.688	-9.413	-101.395	-24.723	122.729
1.000	9.897	6.570	-2.246	-143.930	-69.323	35.208
2.000	12.701	5.181	-10.349	-76.251	12.988	36.393
3.000	14.538	-1.688	-9.409	-101.396	-24.739	122.757
1.000	9.897	6.574	-2.246	-143.879	-69.335	35.203
2.000	12.701	5.177	-10.345	-76.260	12.967	36.431
3.000	14.538	-1.688	-9.400	-101.429	-24.749	122.816
1.000	9.892	6.570	-2.241	-143.926	-69.309	35.268
2.000	12.705	5.173	-10.349	-76.270	12.944	36.436
3.000	14.533	-1.696	-9.400	-101.440	-24.786	122.814
1.000	9.892	6.570	-2.241	-143.930	-69.323	35.307
2.000	12.705	5.168	-10.354	-76.258	12.887	36.432
3.000	14.533	-1.701	-9.396	-101.497	-24.809	122.861
1.000	9.892	6.574	-2.241	-143.887	-69.320	35.280
2.000	12.705	5.164	-10.349	-76.273	12.866	36.444
3.000	14.529	-1.705	-9.391	-101.514	-24.817	122.861
1.000	9.892	6.574	-2.241	-143.868	-69.340	35.282
2.000	12.705	5.159	-10.358	-76.312	12.844	36.424
3.000	14.529	-1.710	-9.391	-101.520	-24.886	122.824
1.000	9.892	6.574	-2.241	-143.908	-69.371	35.311
2.000	12.709	5.155	-10.349	-76.352	12.793	36.652
3.000	14.520	-1.731	-9.378	-101.377	-25.209	122.513
1.000	9.892	6.570	-2.246	-143.876	-69.361	35.316
2.000	12.740	5.102	-10.354	-76.549	12.264	37.885
3.000	14.498	-1.767	-9.369	-100.589	-26.349	121.232
1.000	9.892	6.570	-2.246	-143.841	-69.379	35.306
2.000	12.762	5.049	-10.327	-76.641	11.606	39.659
3.000	14.502	-1.784	-9.330	-100.316	-26.928	120.962
1.000	9.888	6.574	-2.246	-143.846	-69.391	35.318
2.000	12.767	5.010	-10.327	-76.677	11.307	39.756
3.000	14.489	-1.797	-9.317	-100.298	-27.070	120.933
1.000	9.892	6.574	-2.246	-143.829	-69.387	35.334
2.000	12.758	5.010	-10.332	-76.701	11.271	39.737
3.000	14.489	-1.806	-9.317	-100.336	-27.133	120.922
1.000	9.888	6.574	-2.246	-143.810	-69.409	35.357
2.000	12.762	5.010	-10.332	-76.732	11.256	39.773
3.000	14.485	-1.811	-9.321	-100.370	-27.144	120.911
1.000	9.888	6.574	-2.246	-143.809	-69.372	35.399
2.000	12.762	5.010	-10.327	-76.732	11.249	39.777
3.000	14.485	-1.806	-9.312	-100.393	-27.148	120.939
1.000	9.888	6.579	-2.246	-143.758	-69.384	35.362
2.000	12.762	5.006	-10.332	-76.784	11.214	39.834
3.000	14.480	-1.811	-9.317	-100.341	-27.274	120.764
1.000	9.888	6.574	-2.246	-143.762	-69.395	35.401
2.000	12.815	5.023	-10.301	-76.814	10.872	41.512
3.000	14.494	-1.815	-9.317	-98.932	-28.846	118.837
1.000	9.884	6.579	-2.250	-143.719	-69.433	35.371
2.000	12.854	4.988	-10.275	-76.526	9.401	45.411
